Date,Time,Measure,Value,Unit
2026-09-25,14:21:24,TVOC,370,ppb
2026-09-25,14:21:24,eCO2,825,ppm
2026-09-25,14:21:24,Broadband (Visible + IR),4,
2026-09-25,14:21:24,Infrared,1,
2026-09-25,14:21:25,Temperature,25.04,°C
2026-09-25,14:21:25,Humidity,50.88,%
2026-09-25,14:21:25,AQI,3,
2026-09-25,14:21:25,TVOC,363,ppb
2026-09-25,14:21:25,eCO2,823,ppm
2026-09-25,14:21:25,Broadband (Visible + IR),4,
2026-09-25,14:21:25,Infrared,1,
2026-09-25,14:21:26,Temperature,25.06,°C
2026-09-25,14:21:26,Humidity,50.89,%
2026-09-25,14:21:26,AQI,3,
2026-09-25,14:21:26,TVOC,362,ppb
2026-09-25,14:21:26,eCO2,822,ppm
2026-09-25,14:21:26,Broadband (Visible + IR),4,
2026-09-25,14:21:26,Infrared,1,
2026-09-25,14:21:27,Temperature,25.08,°C
2026-09-25,14:21:27,Humidity,50.90,%
2026-09-25,14:21:27,AQI,3,
2026-09-25,14:21:27,TVOC,372,ppb
2026-09-25,14:21:27,eCO2,825,ppm
2026-09-25,14:21:27,Broadband (Visible + IR),4,
2026-09-25,14:21:27,Infrared,1,
2026-09-25,14:21:28,Temperature,25.06,°C
2026-09-25,14:21:28,Humidity,50.88,%
2026-09-25,14:21:28,AQI,3,
2026-09-25,14:21:28,TVOC,367,ppb
2026-09-25,14:21:28,eCO2,824,ppm
2026-09-25,14:21:28,Broadband (Visible + IR),4,
2026-09-25,14:21:28,Infrared,1,
2026-09-25,14:21:29,Temperature,25.06,°C
2026-09-25,14:21:29,Humidity,50.91,%
2026-09-25,14:21:29,AQI,3,
2026-09-25,14:21:29,TVOC,386,ppb
2026-09-25,14:21:29,eCO2,830,ppm
2026-09-25,14:21:29,Broadband (Visible + IR),4,
2026-09-25,14:21:29,Infrared,1,
2026-09-25,14:21:30,Temperature,25.07,°C
2026-09-25,14:21:30,Humidity,50.86,%
2026-09-25,14:21:30,AQI,3,
2026-09-25,14:21:30,TVOC,367,ppb
2026-09-25,14:21:30,eCO2,824,ppm
2026-09-25,14:21:30,Broadband (Visible + IR),4,
2026-09-25,14:21:30,Infrared,1,
2026-09-25,14:21:31,Temperature,25.07,°C
2026-09-25,14:21:31,Humidity,50.83,%
2026-09-25,14:21:31,AQI,3,
2026-09-25,14:21:31,TVOC,400,ppb
2026-09-25,14:21:31,eCO2,835,ppm
2026-09-25,14:21:31,Broadband (Visible + IR),4,
2026-09-25,14:21:31,Infrared,1,
2026-09-25,14:21:32,Temperature,25.06,°C
2026-09-25,14:21:32,Humidity,50.91,%
2026-09-25,14:21:32,AQI,3,
2026-09-25,14:21:32,TVOC,398,ppb
2026-09-25,14:21:32,eCO2,834,ppm
2026-09-25,14:21:32,Broadband (Visible + IR),4,
2026-09-25,14:21:32,Infrared,1,
2026-09-25,14:21:33,Temperature,25.04,°C
2026-09-25,14:21:33,Humidity,50.81,%
2026-09-25,14:21:33,AQI,3,
2026-09-25,14:21:33,TVOC,399,ppb
2026-09-25,14:21:33,eCO2,834,ppm
2026-09-25,14:21:33,Broadband (Visible + IR),4,
2026-09-25,14:21:33,Infrared,1,
2026-09-25,14:21:34,Temperature,25.04,°C
2026-09-25,14:21:34,Humidity,50.84,%
2026-09-25,14:21:34,AQI,3,
2026-09-25,14:21:34,TVOC,397,ppb
2026-09-25,14:21:34,eCO2,834,ppm
2026-09-25,14:21:34,Broadband (Visible + IR),4,
2026-09-25,14:21:34,Infrared,1,
2026-09-25,14:21:35,Temperature,25.02,°C
2026-09-25,14:21:35,Humidity,50.81,%
2026-09-25,14:21:35,AQI,3,
2026-09-25,14:21:35,TVOC,351,ppb
2026-09-25,14:21:35,eCO2,819,ppm
2026-09-25,14:21:35,Broadband (Visible + IR),4,
2026-09-25,14:21:35,Infrared,1,
2026-09-25,14:21:36,Temperature,25.01,°C
2026-09-25,14:21:36,Humidity,50.86,%
2026-09-25,14:21:36,AQI,3,
2026-09-25,14:21:36,TVOC,361,ppb
2026-09-25,14:21:36,eCO2,822,ppm
2026-09-25,14:21:36,Broadband (Visible + IR),4,
2026-09-25,14:21:36,Infrared,1,
2026-09-25,14:21:37,Temperature,25.04,°C
2026-09-25,14:21:37,Humidity,50.76,%
2026-09-25,14:21:37,AQI,3,
2026-09-25,14:21:37,TVOC,375,ppb
2026-09-25,14:21:37,eCO2,826,ppm
2026-09-25,14:21:37,Broadband (Visible + IR),4,
2026-09-25,14:21:37,Infrared,1,
2026-09-25,14:21:38,Temperature,25.07,°C
2026-09-25,14:21:38,Humidity,50.79,%
2026-09-25,14:21:38,AQI,3,
2026-09-25,14:21:38,TVOC,375,ppb
2026-09-25,14:21:38,eCO2,827,ppm
2026-09-25,14:21:38,Broadband (Visible + IR),4,
2026-09-25,14:21:38,Infrared,1,
2026-09-25,14:21:39,Temperature,25.09,°C
2026-09-25,14:21:39,Humidity,50.84,%
2026-09-25,14:21:39,AQI,3,
2026-09-25,14:21:39,TVOC,375,ppb
2026-09-25,14:21:39,eCO2,827,ppm
2026-09-25,14:21:39,Broadband (Visible + IR),4,
2026-09-25,14:21:39,Infrared,1,
2026-09-25,14:21:40,Temperature,25.10,°C
2026-09-25,14:21:40,Humidity,50.76,%
2026-09-25,14:21:40,AQI,3,
2026-09-25,14:21:40,TVOC,377,ppb
2026-09-25,14:21:40,eCO2,827,ppm
2026-09-25,14:21:40,Broadband (Visible + IR),4,
2026-09-25,14:21:40,Infrared,1,
2026-09-25,14:21:41,Temperature,25.10,°C
2026-09-25,14:21:41,Humidity,50.80,%
2026-09-25,14:21:41,AQI,3,
2026-09-25,14:21:41,TVOC,380,ppb
2026-09-25,14:21:41,eCO2,828,ppm
2026-09-25,14:21:41,Broadband (Visible + IR),4,
2026-09-25,14:21:41,Infrared,1,
2026-09-25,14:21:42,Temperature,25.10,°C
2026-09-25,14:21:42,Humidity,50.82,%
2026-09-25,14:21:42,AQI,3,
2026-09-25,14:21:42,TVOC,405,ppb
2026-09-25,14:21:42,eCO2,836,ppm
2026-09-25,14:21:42,Broadband (Visible + IR),4,
2026-09-25,14:21:42,Infrared,1,
2026-09-25,14:21:43,Temperature,25.11,°C
2026-09-25,14:21:43,Humidity,50.76,%
2026-09-25,14:21:43,AQI,3,
2026-09-25,14:21:43,TVOC,386,ppb
2026-09-25,14:21:43,eCO2,830,ppm
2026-09-25,14:21:43,Broadband (Visible + IR),4,
2026-09-25,14:21:43,Infrared,1,
2026-09-25,14:21:44,Temperature,25.10,°C
2026-09-25,14:21:44,Humidity,50.73,%
2026-09-25,14:21:44,AQI,3,
2026-09-25,14:21:44,TVOC,379,ppb
2026-09-25,14:21:44,eCO2,828,ppm
2026-09-25,14:21:44,Broadband (Visible + IR),4,
2026-09-25,14:21:44,Infrared,1,
2026-09-25,14:21:45,Temperature,25.09,°C
2026-09-25,14:21:45,Humidity,50.73,%
2026-09-25,14:21:45,AQI,3,
2026-09-25,14:21:45,TVOC,357,ppb
2026-09-25,14:21:45,eCO2,820,ppm
2026-09-25,14:21:45,Broadband (Visible + IR),4,
2026-09-25,14:21:45,Infrared,1,
2026-09-25,14:21:46,Temperature,25.10,°C
2026-09-25,14:21:46,Humidity,50.66,%
2026-09-25,14:21:46,AQI,3,
2026-09-25,14:21:46,TVOC,382,ppb
2026-09-25,14:21:46,eCO2,829,ppm
2026-09-25,14:21:46,Broadband (Visible + IR),4,
2026-09-25,14:21:46,Infrared,1,
2026-09-25,14:21:47,Temperature,25.12,°C
2026-09-25,14:21:47,Humidity,50.68,%
2026-09-25,14:21:47,AQI,3,
2026-09-25,14:21:47,TVOC,388,ppb
2026-09-25,14:21:47,eCO2,831,ppm
2026-09-25,14:21:47,Broadband (Visible + IR),4,
2026-09-25,14:21:47,Infrared,1,
2026-09-25,14:21:48,Temperature,25.14,°C
2026-09-25,14:21:48,Humidity,50.71,%
2026-09-25,14:21:48,AQI,3,
2026-09-25,14:21:48,TVOC,394,ppb
2026-09-25,14:21:48,eCO2,833,ppm
2026-09-25,14:21:48,Broadband (Visible + IR),4,
2026-09-25,14:21:48,Infrared,1,
2026-09-25,14:21:49,Temperature,25.14,°C
2026-09-25,14:21:49,Humidity,50.73,%
2026-09-25,14:21:49,AQI,3,
2026-09-25,14:21:49,TVOC,408,ppb
2026-09-25,14:21:49,eCO2,837,ppm
2026-09-25,14:21:49,Broadband (Visible + IR),4,
2026-09-25,14:21:49,Infrared,1,
2026-09-25,14:21:50,Temperature,25.16,°C
2026-09-25,14:21:50,Humidity,50.76,%
2026-09-25,14:21:50,AQI,3,
2026-09-25,14:21:50,TVOC,408,ppb
2026-09-25,14:21:50,eCO2,837,ppm
2026-09-25,14:21:50,Broadband (Visible + IR),4,
2026-09-25,14:21:50,Infrared,1,
2026-09-25,14:21:51,Temperature,25.15,°C
2026-09-25,14:21:51,Humidity,50.68,%
2026-09-25,14:21:51,AQI,3,
2026-09-25,14:21:51,TVOC,426,ppb
2026-09-25,14:21:51,eCO2,843,ppm
2026-09-25,14:21:51,Broadband (Visible + IR),4,
2026-09-25,14:21:51,Infrared,1,
2026-09-25,14:21:52,Temperature,25.12,°C
2026-09-25,14:21:52,Humidity,50.72,%
2026-09-25,14:21:52,AQI,3,
2026-09-25,14:21:52,TVOC,422,ppb
2026-09-25,14:21:52,eCO2,842,ppm
2026-09-25,14:21:52,Broadband (Visible + IR),4,
2026-09-25,14:21:52,Infrared,1,
2026-09-25,14:21:53,Temperature,25.17,°C
2026-09-25,14:21:53,Humidity,50.79,%
2026-09-25,14:21:53,AQI,3,
2026-09-25,14:21:53,TVOC,407,ppb
2026-09-25,14:21:53,eCO2,837,ppm
2026-09-25,14:21:53,Broadband (Visible + IR),4,
2026-09-25,14:21:53,Infrared,1,
2026-09-25,14:21:54,Temperature,25.20,°C
2026-09-25,14:21:54,Humidity,50.82,%
2026-09-25,14:21:54,AQI,3,
2026-09-25,14:21:54,TVOC,443,ppb
2026-09-25,14:21:54,eCO2,849,ppm
2026-09-25,14:21:54,Broadband (Visible + IR),4,
2026-09-25,14:21:54,Infrared,1,
2026-09-25,14:21:55,Temperature,25.18,°C
2026-09-25,14:21:55,Humidity,50.82,%
2026-09-25,14:21:55,AQI,3,
2026-09-25,14:21:55,TVOC,455,ppb
2026-09-25,14:21:55,eCO2,852,ppm
2026-09-25,14:21:55,Broadband (Visible + IR),4,
2026-09-25,14:21:55,Infrared,1,
2026-09-25,14:21:56,Temperature,25.18,°C
2026-09-25,14:21:56,Humidity,50.77,%
2026-09-25,14:21:56,AQI,3,
2026-09-25,14:21:56,TVOC,433,ppb
2026-09-25,14:21:56,eCO2,845,ppm
2026-09-25,14:21:56,Broadband (Visible + IR),4,
2026-09-25,14:21:56,Infrared,1,
2026-09-25,14:21:57,Temperature,25.19,°C
2026-09-25,14:21:57,Humidity,50.85,%
2026-09-25,14:21:57,AQI,3,
2026-09-25,14:21:57,TVOC,428,ppb
2026-09-25,14:21:57,eCO2,844,ppm
2026-09-25,14:21:57,Broadband (Visible + IR),4,
2026-09-25,14:21:57,Infrared,1,
2026-09-25,14:21:58,Temperature,25.18,°C
2026-09-25,14:21:58,Humidity,50.80,%
2026-09-25,14:21:58,AQI,3,
2026-09-25,14:21:58,TVOC,447,ppb
2026-09-25,14:21:58,eCO2,850,ppm
2026-09-25,14:21:58,Broadband (Visible + IR),4,
2026-09-25,14:21:58,Infrared,1,
2026-09-25,14:21:59,Temperature,25.18,°C
2026-09-25,14:21:59,Humidity,50.82,%
2026-09-25,14:21:59,AQI,3,
2026-09-25,14:21:59,TVOC,447,ppb
2026-09-25,14:21:59,eCO2,850,ppm
2026-09-25,14:21:59,Broadband (Visible + IR),4,
2026-09-25,14:21:59,Infrared,1,
2026-09-25,14:22:00,Temperature,25.11,°C
2026-09-25,14:22:00,Humidity,50.82,%
2026-09-25,14:22:00,AQI,3,
2026-09-25,14:22:00,TVOC,441,ppb
2026-09-25,14:22:00,eCO2,848,ppm
2026-09-25,14:22:00,Broadband (Visible + IR),4,
2026-09-25,14:22:00,Infrared,1,
2026-09-25,14:22:01,Temperature,25.16,°C
2026-09-25,14:22:01,Humidity,50.84,%
2026-09-25,14:22:01,AQI,3,
2026-09-25,14:22:01,TVOC,444,ppb
2026-09-25,14:22:01,eCO2,849,ppm
2026-09-25,14:22:01,Broadband (Visible + IR),4,
2026-09-25,14:22:01,Infrared,1,
2026-09-25,14:22:02,Temperature,25.15,°C
2026-09-25,14:22:02,Humidity,50.81,%
2026-09-25,14:22:02,AQI,3,
2026-09-25,14:22:02,TVOC,449,ppb
2026-09-25,14:22:02,eCO2,850,ppm
2026-09-25,14:22:02,Broadband (Visible + IR),4,
2026-09-25,14:22:02,Infrared,1,
2026-09-25,14:22:03,Temperature,25.16,°C
2026-09-25,14:22:03,Humidity,50.91,%
2026-09-25,14:22:03,AQI,3,
2026-09-25,14:22:03,TVOC,439,ppb
2026-09-25,14:22:03,eCO2,847,ppm
2026-09-25,14:22:03,Broadband (Visible + IR),4,
2026-09-25,14:22:03,Infrared,1,
2026-09-25,14:22:04,Temperature,25.16,°C
2026-09-25,14:22:04,Humidity,50.86,%
2026-09-25,14:22:04,AQI,3,
2026-09-25,14:22:04,TVOC,436,ppb
2026-09-25,14:22:04,eCO2,846,ppm
2026-09-25,14:22:04,Broadband (Visible + IR),4,
2026-09-25,14:22:04,Infrared,1,
2026-09-25,14:22:05,Temperature,25.15,°C
2026-09-25,14:22:05,Humidity,50.86,%
2026-09-25,14:22:05,AQI,3,
2026-09-25,14:22:05,TVOC,439,ppb
2026-09-25,14:22:05,eCO2,847,ppm
2026-09-25,14:22:05,Broadband (Visible + IR),4,
2026-09-25,14:22:05,Infrared,1,
2026-09-25,14:22:06,Temperature,25.16,°C
2026-09-25,14:22:06,Humidity,50.95,%
2026-09-25,14:22:06,AQI,3,
2026-09-25,14:22:06,TVOC,451,ppb
2026-09-25,14:22:06,eCO2,851,ppm
2026-09-25,14:22:06,Broadband (Visible + IR),4,
2026-09-25,14:22:06,Infrared,1,
2026-09-25,14:22:07,Temperature,25.17,°C
2026-09-25,14:22:07,Humidity,50.96,%
2026-09-25,14:22:07,AQI,3,
2026-09-25,14:22:07,TVOC,435,ppb
2026-09-25,14:22:07,eCO2,846,ppm
2026-09-25,14:22:07,Broadband (Visible + IR),4,
2026-09-25,14:22:07,Infrared,1,
2026-09-25,14:22:08,Temperature,25.16,°C
2026-09-25,14:22:08,Humidity,50.97,%
2026-09-25,14:22:08,AQI,3,
2026-09-25,14:22:08,TVOC,446,ppb
2026-09-25,14:22:08,eCO2,849,ppm
2026-09-25,14:22:08,Broadband (Visible + IR),4,
2026-09-25,14:22:08,Infrared,1,
2026-09-25,14:22:09,Temperature,25.17,°C
2026-09-25,14:22:09,Humidity,50.95,%
2026-09-25,14:22:09,AQI,3,
2026-09-25,14:22:09,TVOC,465,ppb
2026-09-25,14:22:09,eCO2,855,ppm
2026-09-25,14:22:09,Broadband (Visible + IR),4,
2026-09-25,14:22:09,Infrared,1,
2026-09-25,14:22:10,Temperature,25.18,°C
2026-09-25,14:22:10,Humidity,50.98,%
2026-09-25,14:22:10,AQI,3,
2026-09-25,14:22:10,TVOC,461,ppb
2026-09-25,14:22:10,eCO2,854,ppm
2026-09-25,14:22:10,Broadband (Visible + IR),4,
2026-09-25,14:22:10,Infrared,1,
2026-09-25,14:22:11,Temperature,25.17,°C
2026-09-25,14:22:11,Humidity,50.98,%
2026-09-25,14:22:11,AQI,3,
2026-09-25,14:22:11,TVOC,480,ppb
2026-09-25,14:22:11,eCO2,860,ppm
2026-09-25,14:22:11,Broadband (Visible + IR),4,
2026-09-25,14:22:11,Infrared,1,
2026-09-25,14:22:12,Temperature,25.13,°C
2026-09-25,14:22:12,Humidity,50.96,%
2026-09-25,14:22:12,AQI,3,
2026-09-25,14:22:12,TVOC,464,ppb
2026-09-25,14:22:12,eCO2,855,ppm
2026-09-25,14:22:12,Broadband (Visible + IR),4,
2026-09-25,14:22:12,Infrared,1,
2026-09-25,14:22:13,Temperature,25.14,°C
2026-09-25,14:22:13,Humidity,50.95,%
2026-09-25,14:22:13,AQI,3,
2026-09-25,14:22:13,TVOC,483,ppb
2026-09-25,14:22:13,eCO2,861,ppm
2026-09-25,14:22:13,Broadband (Visible + IR),4,
2026-09-25,14:22:13,Infrared,1,
2026-09-25,14:22:14,Temperature,25.16,°C
2026-09-25,14:22:14,Humidity,51.02,%
2026-09-25,14:22:14,AQI,3,
2026-09-25,14:22:14,TVOC,484,ppb
2026-09-25,14:22:14,eCO2,861,ppm
2026-09-25,14:22:14,Broadband (Visible + IR),4,
2026-09-25,14:22:14,Infrared,1,
2026-09-25,14:22:15,Temperature,25.18,°C
2026-09-25,14:22:15,Humidity,51.04,%
2026-09-25,14:22:15,AQI,3,
2026-09-25,14:22:15,TVOC,442,ppb
2026-09-25,14:22:15,eCO2,848,ppm
2026-09-25,14:22:15,Broadband (Visible + IR),4,
2026-09-25,14:22:15,Infrared,1,
2026-09-25,14:22:16,Temperature,25.19,°C
2026-09-25,14:22:16,Humidity,51.07,%
2026-09-25,14:22:16,AQI,3,
2026-09-25,14:22:16,TVOC,484,ppb
2026-09-25,14:22:16,eCO2,861,ppm
2026-09-25,14:22:16,Broadband (Visible + IR),4,
2026-09-25,14:22:16,Infrared,1,
2026-09-25,14:22:17,Temperature,25.17,°C
2026-09-25,14:22:17,Humidity,51.07,%
2026-09-25,14:22:17,AQI,3,
2026-09-25,14:22:17,TVOC,466,ppb
2026-09-25,14:22:17,eCO2,856,ppm
2026-09-25,14:22:17,Broadband (Visible + IR),4,
2026-09-25,14:22:17,Infrared,1,
2026-09-25,14:22:18,Temperature,25.14,°C
2026-09-25,14:22:18,Humidity,51.06,%
2026-09-25,14:22:18,AQI,3,
2026-09-25,14:22:18,TVOC,473,ppb
2026-09-25,14:22:18,eCO2,858,ppm
2026-09-25,14:22:18,Broadband (Visible + IR),4,
2026-09-25,14:22:18,Infrared,1,
2026-09-25,14:22:19,Temperature,25.13,°C
2026-09-25,14:22:19,Humidity,51.03,%
2026-09-25,14:22:19,AQI,3,
2026-09-25,14:22:19,TVOC,473,ppb
2026-09-25,14:22:19,eCO2,858,ppm
2026-09-25,14:22:19,Broadband (Visible + IR),4,
2026-09-25,14:22:19,Infrared,1,
2026-09-25,14:22:20,Temperature,25.15,°C
2026-09-25,14:22:20,Humidity,51.02,%
2026-09-25,14:22:20,AQI,3,
2026-09-25,14:22:20,TVOC,461,ppb
2026-09-25,14:22:20,eCO2,854,ppm
2026-09-25,14:22:20,Broadband (Visible + IR),4,
2026-09-25,14:22:20,Infrared,1,
2026-09-25,14:22:21,Temperature,25.12,°C
2026-09-25,14:22:21,Humidity,51.05,%
2026-09-25,14:22:21,AQI,3,
2026-09-25,14:22:21,TVOC,458,ppb
2026-09-25,14:22:21,eCO2,853,ppm
2026-09-25,14:22:21,Broadband (Visible + IR),4,
2026-09-25,14:22:21,Infrared,1,
2026-09-25,14:22:22,Temperature,25.12,°C
2026-09-25,14:22:22,Humidity,51.06,%
2026-09-25,14:22:22,AQI,3,
2026-09-25,14:22:22,TVOC,463,ppb
2026-09-25,14:22:22,eCO2,855,ppm
2026-09-25,14:22:22,Broadband (Visible + IR),4,
2026-09-25,14:22:22,Infrared,1,
2026-09-25,14:22:23,Temperature,25.12,°C
2026-09-25,14:22:23,Humidity,51.04,%
2026-09-25,14:22:23,AQI,3,
2026-09-25,14:22:23,TVOC,449,ppb
2026-09-25,14:22:23,eCO2,850,ppm
2026-09-25,14:22:23,Broadband (Visible + IR),4,
2026-09-25,14:22:23,Infrared,1,
2026-09-25,14:22:24,Temperature,25.12,°C
2026-09-25,14:22:24,Humidity,51.02,%
2026-09-25,14:22:24,AQI,3,
2026-09-25,14:22:24,TVOC,450,ppb
2026-09-25,14:22:24,eCO2,851,ppm
2026-09-25,14:22:24,Broadband (Visible + IR),4,
2026-09-25,14:22:24,Infrared,1,
2026-09-25,14:22:25,Temperature,25.15,°C
2026-09-25,14:22:25,Humidity,50.99,%
2026-09-25,14:22:25,AQI,3,
2026-09-25,14:22:25,TVOC,466,ppb
2026-09-25,14:22:25,eCO2,856,ppm
2026-09-25,14:22:25,Broadband (Visible + IR),4,
2026-09-25,14:22:25,Infrared,1,
2026-09-25,14:22:26,Temperature,25.14,°C
2026-09-25,14:22:26,Humidity,51.05,%
2026-09-25,14:22:26,AQI,3,
2026-09-25,14:22:26,TVOC,449,ppb
2026-09-25,14:22:26,eCO2,850,ppm
2026-09-25,14:22:26,Broadband (Visible + IR),4,
2026-09-25,14:22:26,Infrared,1,
2026-09-25,14:22:27,Temperature,25.15,°C
2026-09-25,14:22:27,Humidity,51.06,%
2026-09-25,14:22:27,AQI,3,
2026-09-25,14:22:27,TVOC,436,ppb
2026-09-25,14:22:27,eCO2,846,ppm
2026-09-25,14:22:27,Broadband (Visible + IR),4,
2026-09-25,14:22:27,Infrared,1,
2026-09-25,14:22:28,Temperature,25.15,°C
2026-09-25,14:22:28,Humidity,51.02,%
2026-09-25,14:22:28,AQI,3,
2026-09-25,14:22:28,TVOC,433,ppb
2026-09-25,14:22:28,eCO2,845,ppm
2026-09-25,14:22:28,Broadband (Visible + IR),4,
2026-09-25,14:22:28,Infrared,1,
2026-09-26,14:12:13,Temperature,25.24,°C
2026-09-26,14:12:13,AQI,1.0,
2026-09-26,14:12:13,Infrared,120.3,
2026-09-26,14:13:30,Temperature,24.77,°C
2026-09-26,14:13:30,AQI,1.0,-
2026-09-26,14:13:30,Broadband,306.17,
2026-09-26,14:14:00,Temperature,24.82,°C
2026-09-26,14:14:00,AQI,1.1,-
2026-09-26,14:14:00,Broadband,305.27,
2026-09-26,14:14:30,Temperature,24.95,°C
2026-09-26,14:14:30,AQI,1.3,-
2026-09-26,14:14:30,Broadband,301.43,
2026-09-26,14:15:00,Temperature,25.06,°C
2026-09-26,14:15:00,AQI,1.87,-
2026-09-26,14:15:00,Broadband,300.2,
2026-09-26,14:15:30,Temperature,25.17,°C
2026-09-26,14:15:30,AQI,2.0,-
2026-09-26,14:15:30,Broadband,300.27,
2026-09-26,14:16:00,Temperature,25.19,°C
2026-09-26,14:16:00,AQI,1.9,-
2026-09-26,14:16:00,Broadband,300.03,
2026-09-26,14:16:30,Temperature,25.24,°C
2026-09-26,14:16:30,AQI,1.07,-
2026-09-26,14:16:30,Broadband,300.0,
2026-09-26,14:17:00,Temperature,25.33,°C
2026-09-26,14:17:00,AQI,1.0,-
2026-09-26,14:17:00,Broadband,299.07,
2026-09-26,14:17:30,Temperature,25.38,°C
2026-09-26,14:17:30,AQI,1.03,-
2026-09-26,14:17:30,Broadband,300.0,
2026-09-26,14:18:00,Temperature,25.36,°C
2026-09-26,14:18:00,AQI,1.23,-
2026-09-26,14:18:00,Broadband,305.8,
2026-09-26,14:18:30,Temperature,25.35,°C
2026-09-26,14:18:30,AQI,2.0,-
2026-09-26,14:18:30,Broadband,266.7,
2026-09-26,14:19:00,Temperature,25.41,°C
2026-09-26,14:19:00,AQI,1.57,-
2026-09-26,14:19:00,Broadband,293.87,
2026-09-26,14:19:30,Temperature,25.46,°C
2026-09-26,14:19:30,AQI,1.87,-
2026-09-26,14:19:30,Broadband,290.27,
2026-09-26,14:20:00,Temperature,25.44,°C
2026-09-26,14:20:00,AQI,1.63,-
2026-09-26,14:20:00,Broadband,295.33,
2026-09-26,14:20:30,Temperature,25.44,°C
2026-09-26,14:20:30,AQI,1.0,-
2026-09-26,14:20:30,Broadband,301.57,
2026-09-26,14:21:00,Temperature,25.45,°C
2026-09-26,14:21:00,AQI,1.0,-
2026-09-26,14:21:00,Broadband,293.7,
2026-09-26,14:21:30,Temperature,25.47,°C
2026-09-26,14:21:30,AQI,1.03,-
2026-09-26,14:21:30,Broadband,286.0,
2026-09-26,14:22:00,Temperature,25.46,°C
2026-09-26,14:22:00,AQI,1.03,-
2026-09-26,14:22:00,Broadband,285.03,
2026-09-26,14:22:30,Temperature,25.42,°C
2026-09-26,14:22:30,AQI,1.0,-
2026-09-26,14:22:30,Broadband,284.53,
2026-09-26,14:23:00,Temperature,25.45,°C
2026-09-26,14:23:00,AQI,1.0,-
2026-09-26,14:23:00,Broadband,284.0,
2026-09-26,14:23:30,Temperature,25.51,°C
2026-09-26,14:23:30,AQI,1.0,-
2026-09-26,14:23:30,Broadband,284.0,
2026-09-26,14:24:00,Temperature,25.5,°C
2026-09-26,14:24:00,AQI,1.0,-
2026-09-26,14:24:00,Broadband,283.23,
2026-09-26,14:24:30,Temperature,25.52,°C
2026-09-26,14:24:30,AQI,1.0,-
2026-09-26,14:24:30,Broadband,281.5,
2026-09-26,14:25:00,Temperature,25.49,°C
2026-09-26,14:25:00,AQI,1.03,-
2026-09-26,14:25:00,Broadband,281.0,
2026-09-26,14:25:30,Temperature,25.5,°C
2026-09-26,14:25:30,AQI,1.23,-
2026-09-26,14:25:30,Broadband,280.17,
2026-09-26,14:26:00,Temperature,25.51,°C
2026-09-26,14:26:00,AQI,1.1,-
2026-09-26,14:26:00,Broadband,280.5,
2026-09-26,14:26:30,Temperature,25.52,°C
2026-09-26,14:26:30,AQI,1.17,-
2026-09-26,14:26:30,Broadband,281.97,
2026-09-26,14:27:00,Temperature,25.48,°C
2026-09-26,14:27:00,AQI,1.67,-
2026-09-26,14:27:00,Broadband,284.7,
2026-09-26,14:27:30,Temperature,25.45,°C
2026-09-26,14:27:30,AQI,1.2,-
2026-09-26,14:27:30,Broadband,285.47,
2026-09-26,14:28:00,Temperature,25.5,°C
2026-09-26,14:28:00,AQI,1.33,-
2026-09-26,14:28:00,Broadband,296.0,
2026-09-26,14:28:30,Temperature,25.53,°C
2026-09-26,14:28:30,AQI,1.0,-
2026-09-26,14:28:30,Broadband,338.73,
2026-09-26,14:29:00,Temperature,25.54,°C
2026-09-26,14:29:00,AQI,1.0,-
2026-09-26,14:29:00,Broadband,425.47,
2026-09-26,14:29:30,Temperature,25.56,°C
2026-09-26,14:29:30,AQI,1.0,-
2026-09-26,14:29:30,Broadband,392.13,
2026-09-26,14:30:00,Temperature,25.56,°C
2026-09-26,14:30:00,AQI,1.0,-
2026-09-26,14:30:00,Broadband,334.87,
2026-09-26,14:30:30,Temperature,25.55,°C
2026-09-26,14:30:30,AQI,1.0,-
2026-09-26,14:30:30,Broadband,305.0,
2026-09-26,14:31:00,Temperature,25.52,°C
2026-09-26,14:31:00,AQI,1.0,-
2026-09-26,14:31:00,Broadband,305.13,
2026-09-26,14:31:30,Temperature,25.53,°C
2026-09-26,14:31:30,AQI,1.0,-
2026-09-26,14:31:30,Broadband,305.6,
2026-09-26,14:32:00,Temperature,25.52,°C
2026-09-26,14:32:00,AQI,1.0,-
2026-09-26,14:32:00,Broadband,306.4,
2026-09-26,14:32:30,Temperature,25.53,°C
2026-09-26,14:32:30,AQI,1.0,-
2026-09-26,14:32:30,Broadband,311.9,
2026-09-26,14:33:00,Temperature,25.55,°C
2026-09-26,14:33:00,AQI,1.07,-
2026-09-26,14:33:00,Broadband,306.83,
2026-09-26,14:33:30,Temperature,25.56,°C
2026-09-26,14:33:30,AQI,1.0,-
2026-09-26,14:33:30,Broadband,311.23,
2026-09-26,14:34:00,Temperature,25.57,°C
2026-09-26,14:34:00,AQI,1.0,-
2026-09-26,14:34:00,Broadband,318.43,
2026-09-26,14:34:30,Temperature,25.58,°C
2026-09-26,14:34:30,AQI,1.0,-
2026-09-26,14:34:30,Broadband,315.73,
2026-09-26,14:35:00,Temperature,25.59,°C
2026-09-26,14:35:00,AQI,1.0,-
2026-09-26,14:35:00,Broadband,318.6,
2026-09-26,14:35:30,Temperature,25.59,°C
2026-09-26,14:35:30,AQI,1.0,-
